Record ID number,Order,Family,Species,Selection history,Plant growth form,Duration,Study code,Country,Location,Latitude,Longitude,Coordinates notes,KG climate simple,KG climate full,Habitat description,Population information,Population origin,Year,Season,Month,Standing or marked leaves,Leaf age,Area measurement method,Sampling details,Length of marking (days),Data source,Annual herbivory rate (%),Annual error estimate,Annual error value,Number of replicates,Daily herbivory rate (%),Daily error estimate,Daily error value,Consumers
1884,Oxalidales,Connaraceae,Connarus turczaninowii,Wild,Vine,Perennial,mBF,Panama,"Smithsonian Tropical Research Institute's station, Barro Colorado Island",9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1983,All seasons,All year,Marked,Lifespan,Grid,"Marked new leaves every January, measured damage every year",NA,Table 2 (yearly damage to new leaves calculated as young leaf (2 months) + 10/12 months yearly mature leaf rate),12.54666667,NA,NA,258,NA,NA,NA,Coleoptera (Insecta)
1885,Oxalidales,Connaraceae,Connarus turczaninowii,Wild,Vine,Perennial,mBF,Panama,"Smithsonian Tropical Research Institute's station, Barro Colorado Island",9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1984,All seasons,All year,Marked,Lifespan,Grid,"Marked new leaves every January, measured damage every year",NA,Table 2 (yearly damage to new leaves calculated as young leaf (2 months) + 10/12 months yearly mature leaf rate),9.281666667,NA,NA,177,NA,NA,NA,Coleoptera (Insecta)
1612,Myrtales,Combretaceae,Conocarpus erectus ,Wild,Shrub,Perennial,mCM,Bahamas,Great Exuma,23d28'N,75d49'W,From Google Earth,Tropical,Tropical savannah ,Islands seashore,Hurricane-exposed island,Natural,1994,Fall,October,Standing,Lifespan,Automatic,20 random leaves sampled from 1-4 shrubs per island,NA,P.894 Figure 2a (not including hurricane year),13.96103896,SE,1.515151515,8,NA,NA,NA,Lepidoptera (Insecta)
1613,Myrtales,Combretaceae,Conocarpus erectus ,Wild,Shrub,Perennial,mCM,Bahamas,Great Exuma,23d28'N,75d49'W,From Google Earth,Tropical,Tropical savannah ,Islands seashore,Hurricane-exposed island,Natural,1995,Fall,October,Standing,Lifespan,Automatic,20 random leaves sampled from 1-4 shrubs per island,NA,P.894 Figure 2a (not including hurricane year),13.96103896,SE,1.83982684,8,NA,NA,NA,Lepidoptera (Insecta)
1614,Myrtales,Combretaceae,Conocarpus erectus ,Wild,Shrub,Perennial,mCM,Bahamas,Great Exuma,23d28'N,75d49'W,From Google Earth,Tropical,Tropical savannah ,Islands seashore,Hurricane-exposed island,Natural,1996,Fall,October,Standing,Lifespan,Automatic,20 random leaves sampled from 1-4 shrubs per island,NA,P.894 Figure 2a (not including hurricane year),11.68831169,SE,2.164502165,8,NA,NA,NA,Lepidoptera (Insecta)
1615,Myrtales,Combretaceae,Conocarpus erectus ,Wild,Shrub,Perennial,mCM,Bahamas,Great Exuma,23d28'N,75d49'W,From Google Earth,Tropical,Tropical savannah ,Islands seashore,Hurricane-exposed island,Natural,1998,Fall,October,Standing,Lifespan,Automatic,20 random leaves sampled from 1-4 shrubs per island,NA,P.894 Figure 2a (not including hurricane year),13.0952381,SE,1.623376623,8,NA,NA,NA,Lepidoptera (Insecta)
1616,Myrtales,Combretaceae,Conocarpus erectus ,Wild,Shrub,Perennial,mCM,Bahamas,Great Exuma,23d28'N,75d49'W,From Google Earth,Tropical,Tropical savannah ,Islands seashore,Hurricane-protected island,Natural,1994,Fall,October,Standing,Lifespan,Automatic,20 random leaves sampled from 1-4 shrubs per island,NA,P.894 Figure 2a (not including hurricane year),4.653679654,SE,1.623376623,8,NA,NA,NA,Lepidoptera (Insecta)
1617,Myrtales,Combretaceae,Conocarpus erectus ,Wild,Shrub,Perennial,mCM,Bahamas,Great Exuma,23d28'N,75d49'W,From Google Earth,Tropical,Tropical savannah ,Islands seashore,Hurricane-protected island,Natural,1995,Fall,October,Standing,Lifespan,Automatic,20 random leaves sampled from 1-4 shrubs per island,NA,P.894 Figure 2a (not including hurricane year),4.329004329,SE,1.082251082,8,NA,NA,NA,Lepidoptera (Insecta)
1618,Myrtales,Combretaceae,Conocarpus erectus ,Wild,Shrub,Perennial,mCM,Bahamas,Great Exuma,23d28'N,75d49'W,From Google Earth,Tropical,Tropical savannah ,Islands seashore,Hurricane-protected island,Natural,1996,Fall,October,Standing,Lifespan,Automatic,20 random leaves sampled from 1-4 shrubs per island,NA,P.894 Figure 2a (not including hurricane year),4.87012987,SE,1.515151515,8,NA,NA,NA,Lepidoptera (Insecta)
1619,Myrtales,Combretaceae,Conocarpus erectus ,Wild,Shrub,Perennial,mCM,Bahamas,Great Exuma,23d28'N,75d49'W,From Google Earth,Tropical,Tropical savannah ,Islands seashore,Hurricane-protected island,Natural,1998,Fall,October,Standing,Lifespan,Automatic,20 random leaves sampled from 1-4 shrubs per island,NA,P.894 Figure 2a (not including hurricane year),3.354978355,SE,0.432900433,8,NA,NA,NA,Lepidoptera (Insecta)
1620,Myrtales,Combretaceae,Conocarpus erectus ,Wild,Shrub,Perennial,mCM,Bahamas,Great Exuma,23d28'N,75d49'W,From Google Earth,Tropical,Tropical savannah ,Islands seashore,NA,Natural,2000,Various,"October, December, May",Standing,Lifespan,Automatic,4 random leaves sampled per shrub,NA,P.894 Figure 2b (not including hurricane year),10.71428571,SE,1.731601732,12,NA,NA,NA,Lepidoptera (Insecta)
133,Asterales,Asteraceae,Conyza canadensis,Wild,Forb/herb,"Annual, biennial",mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Dry,August,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,0,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
134,Asterales,Asteraceae,Conyza canadensis,Wild,Forb/herb,"Annual, biennial",mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Wet,February,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,0.19,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
949,Gentianales,Rubiaceae,Coprosma quadrifolia,Wild,Shrub,Perennial,mCY,Australia,Dorrigo or New England National Parks and Royal National Park,multiple sites: 30d21'18.5976''S (Dorrigo) or 30d35'11.3784''S (New Engl&) & 34d4'59.9988''S (Royal),multiple sites: 152d48'52.9416''E (Dorrigo) or 152d28'26.0328''E (New Engl&) & 151d4'59.9988''E (Royal),From http://www.latlong.net/,Temperate,Temperate without dry season and hot summer,Forest,Cool temperate,Natural,1979-1988,All seasons,All year,Marked,Lifespan,Automatic,Several hundred leaves sampled across monthly measurements for 4 years,NA,P.269 Figure 6 (using cumulative herbivory rates; took mean value of canopy levels),1,NA,NA,3 to 6,NA,NA,NA,Insecta (general)
2618,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Expanding,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Appendix p.2,NA,NA,NA,~10,0.337,NA,NA,Insecta (general)
2619,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Mature,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Obtained from author,NA,NA,NA,~10,0.291,NA,NA,Insecta (general)
2620,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cAF,Costa Rica,Florencia Norte Forest,9d53'N, 83d40'W,"From Slash and Burn Impacts on a Costa Rican Wet Forest Site; Author(s): John Ewel, Cory Berish, Becky Brown, Norman Price and James Raich; Source: Ecology, Vol. 62, No. 3 (Jun., 1981), pp. 816-839",Tropical,Tropical monsoon ,Premontane forest,Succession,Planted,"1979, 1980, 1983","Dry, wet","September, January, June, February",Marked,NA,Grid,"Marked multiple leaves on a branch of the dominant species, measured after 3-7 weeks,  measure plots afer 6,10,15, and 47 months",21 to 49,"P.113 Table 3,  changed from cm^2/m^2 to %",NA,NA,NA,5,0.051,se,0.014,Insecta (general)
2621,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cAF,Costa Rica,Florencia Norte Forest,9d53'N, 83d40'W,"From Slash and Burn Impacts on a Costa Rican Wet Forest Site; Author(s): John Ewel, Cory Berish, Becky Brown, Norman Price and James Raich; Source: Ecology, Vol. 62, No. 3 (Jun., 1981), pp. 816-840",Tropical,Tropical monsoon ,Premontane forest,Monoculture,Planted,"1979, 1980, 1983","Dry, wet","September, January, June, February",Marked,NA,Grid,"Marked multiple leaves on a branch of the dominant species, measured after 3-7 weeks,  measure plots afer 6,10,15, and 47 months",21 to 49,"P.113 Table 3,  changed from cm^2/m^2 to %",NA,NA,NA,5,0.021,se,0.002,Insecta (general)
2622,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cAU,Mexico,"Los Tuxtlas Research Station, Veracruz",18d36'N,95d07'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1983,Dry,November,Standing,Mature,Automatic,2 of the most mature leaves sampled per seedling during different seasons; 50 leaves per species,NA,P.104 Table 2,24.16,CV,81.2,25,NA,NA,NA,"Coleoptera (Insecta), Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
2623,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cCJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",20d9'14.5''N,103d54'51.8''W,From http://www.latlong.net/,Temperate,Temperate dry winter and hot summer,Forest,Galled plant,Natural,2004,"Summer, fall","July, August, September, October",Standing,NA,Automatic,"120 transects sampled, 20 individuals sampled per species",NA,P.332 Table 3,1.1,SE,0.6,20,NA,NA,NA,Insecta (general)
2624,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cCJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",20d9'14.5''N,103d54'51.8''W,From http://www.latlong.net/,Temperate,Temperate dry winter and hot summer,Forest,Ungalled plant,Natural,2004,"Summer, fall","July, August, September, October",Standing,NA,Automatic,"120 transects sampled, 20 individuals sampled per species",NA,P.332 Table 3,6.3,SE,0.7,20,NA,NA,NA,Insecta (general)
2625,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cCU,Panama,Parque Natural Metropolitano,8d59'N,79d33'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1998,Wet,"August, September",Standing,Mix,Grid,10-40 leaves sampled per branch on 4 branches per species,NA,"P.629 Table 3 (weighted mean of all years, not including species with only outbreak years)",6.821428571,NA,NA,NA,NA,NA,NA,Lepidoptera (Insecta)
2626,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cDU,Mexico,Chamela Biological Station,19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,2002,Wet,Unspecific,Marked,Expanding,Grid,"10 young leaves tagged and measured 30 days later, all adult plants,",30,Appendix,NA,NA,NA,6,0.52,NA,NA,NA
2627,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,cDZ,Tanzania,"Amani Botanical Garden, East Usambara Mountains",5d05'30''S,38d38'10''E,Coordinates from the article,Tropical,Tropical rainforest ,Forest,Submontane,Natural,2007,Dry (start),June,Standing,Mature,Grid,4 expanded leaves closest to apical meristem sampled in nonbranching species; 4 leaves closest to tip sampled in branching species,NA,P.143 Table 1,6.17,SE,1.42,18,NA,NA,NA,NA
2628,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.110 Table 2,9.4,SE,1.1,20,NA,NA,NA,Diptera (Insecta)
2629,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Riparian habitat,Natural,2001,"Dry, wet",Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.111 Table 4 (mean of both seasons since riparians have flush twice),8.2,unclear if SE or SD,NA,40,NA,NA,NA,Diptera (Insecta)
2630,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.112 Figure 1b,9.135842497,unclear if SE or SD,2.03515404,20,NA,NA,NA,Diptera (Insecta)
2631,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet,"July, August, September",Marked,Lifespan,Automatic,20 leaves marked for 5 individuals per species,NA,P.81 Table 1 (long-term measurement used (plants tagged over entire growth period)),2.48,NA,NA,5,NA,NA,NA,Insecta (general)
2632,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1983,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,7,SD,2.79,5 to 7,NA,NA,NA,Insecta (general)
2633,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1984,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,4.73,SD,2.73,5 to 7,NA,NA,NA,Insecta (general)
2634,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,2.61,SD,2.32,5 to 7,NA,NA,NA,Insecta (general)
2635,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet (start),"July, August",Marked,Expanding,Automatic,"20 new leaves marked in July, 5 plants per species, measured in August or September",NA,Figure 1,NA,NA,NA,5,0.049912234,SD,0.013513947,Insecta (general)
2636,unplaced (euasterids I),Boraginaceae,Cordia alliodora,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet (end),"July, August, September",Marked,Mature,Automatic,"20 new leaves marked in July, 5 plants per species, measured in August or September",NA,Figure 1,NA,NA,NA,5,0.0133334,SD,0.008991243,Insecta (general)
2637,unplaced (euasterids I),Boraginaceae,Cordia elaeagnoides,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1983,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,3.08,SD,2.19,5 to 7,NA,NA,NA,Insecta (general)
2638,unplaced (euasterids I),Boraginaceae,Cordia elaeagnoides,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1984,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,3.9,SD,2.41,5 to 7,NA,NA,NA,Insecta (general)
69,Asparagales,Asparagaceae,Cordyline cannifolia,Wild,Shrub,Perennial,mDH,Australia,Wooroonooran National Park,17d23'S,145d43'E,"Coordinates from cited article (Dominy et al, 2003)",Temperate,Temperate without dry season and hot summer,Forest,High-rainfall site,Natural,1999,NA,January,Standing,Mature,Visual,First 4 fully expanded and fully toughened leaves sampled,NA,Appendix A1 (p.1383),1.5,NA,NA,10,NA,NA,NA,Insecta (general)
441,Cornales,Cornaceae,Cornus alternifolia ,Wild,"Tree, shrub",Perennial,mBW,USA,"North Woods, Saratoga County, New York, Eastern forest",43d1'N,73d5'W,Coordinates from the article,Cold,Cold without dry season and warm summer,Deciduous forest,NA,Natural,"2006, 2007, 2009",Fall,"August, September, October",Standing,Mature,Visual,>8 leaves sampled per plant,NA,Appendix (multiplied by 100),19.8,NA,NA,12,NA,NA,NA,NA
442,Cornales,Cornaceae,Cornus florida,Wild,Tree,Perennial,mDA,USA,"Nantahala National Forest, Southern Appalachian Mountains, North Carolina",35d12'43.2360''N,83d25'17.9796''W,From http://www.latlong.net/,Temperate,Temperate without dry season and warm summer,Forest,Mature forest,Natural,1985,Fall,August,Standing,Mature,Automatic,"7 leaves sampled at 3 intervals (June 1985, August 1985, June 1986) from 5 trees per site (10 sites)",NA,P.64 Figure 6,2.472985306,SE,0.580387814,10,NA,NA,NA,Insecta (general)
443,Cornales,Cornaceae,Cornus florida,Wild,Tree,Perennial,mDA,USA,"Nantahala National Forest, Southern Appalachian Mountains, North Carolina",35d12'43.2360''N,83d25'17.9796''W,From http://www.latlong.net/,Temperate,Temperate without dry season and warm summer,Forest,0.016ha forest opening,Natural,1985,Fall,August,Standing,Mature,Automatic,"7 leaves sampled at 3 intervals (June 1985, August 1985, June 1986) from 5 trees per site (10 sites)",NA,P.64 Figure 6,4.230678521,SE,1.002204653,10,NA,NA,NA,Insecta (general)
444,Cornales,Cornaceae,Cornus florida,Wild,Tree,Perennial,mDA,USA,"Nantahala National Forest, Southern Appalachian Mountains, North Carolina",35d12'43.2360''N,83d25'17.9796''W,From http://www.latlong.net/,Temperate,Temperate without dry season and warm summer,Forest,0.08ha forest opening,Natural,1985,Fall,August,Standing,Mature,Automatic,"7 leaves sampled at 3 intervals (June 1985, August 1985, June 1986) from 5 trees per site (10 sites)",NA,P.64 Figure 6,2.296038802,SE,0.9230012,10,NA,NA,NA,Insecta (general)
445,Cornales,Cornaceae,Cornus florida,Wild,Tree,Perennial,mDA,USA,"Nantahala National Forest, Southern Appalachian Mountains, North Carolina",35d12'43.2360''N,83d25'17.9796''W,From http://www.latlong.net/,Temperate,Temperate without dry season and warm summer,Forest,0.4ha forest opening,Natural,1985,Fall,August,Standing,Mature,Automatic,"7 leaves sampled at 3 intervals (June 1985, August 1985, June 1986) from 5 trees per site (10 sites)",NA,P.64 Figure 6,1.996575097,SE,0.237528327,10,NA,NA,NA,Insecta (general)
446,Cornales,Cornaceae,Cornus florida,Wild,Tree,Perennial,mDA,USA,"Nantahala National Forest, Southern Appalachian Mountains, North Carolina",35d12'43.2360''N,83d25'17.9796''W,From http://www.latlong.net/,Temperate,Temperate without dry season and warm summer,Forest,2ha forest opening,Natural,1985,Fall,August,Standing,Mature,Automatic,"7 leaves sampled at 3 intervals (June 1985, August 1985, June 1986) from 5 trees per site (10 sites)",NA,P.64 Figure 6,1.934639719,SE,0.210990453,10,NA,NA,NA,Insecta (general)
447,Cornales,Cornaceae,Cornus florida,Wild,Tree,Perennial,mDA,USA,"Nantahala National Forest, Southern Appalachian Mountains, North Carolina",35d12'43.2360''N,83d25'17.9796''W,From http://www.latlong.net/,Temperate,Temperate without dry season and warm summer,Forest,10ha forest opening,Natural,1985,Fall,August,Standing,Mature,Automatic,"7 leaves sampled at 3 intervals (June 1985, August 1985, June 1986) from 5 trees per site (10 sites)",NA,P.64 Figure 6,0.975584746,SE,0.237282226,10,NA,NA,NA,Insecta (general)
448,Cornales,Cornaceae,Cornus sanguinea,Wild,Shrub,Perennial,mDC,Germany,Tubingen,48d31'N,09d03'E,Coordinates from the article,Temperate,Temperate without dry season and warm summer,Beech forest,NA,Natural,1997,Fall,August,Marked,Lifespan,Visual,"3 plants sampled per species per site (4 sites), all leaves of 5 twigs were marked, provides discrete measure in August and cummulative measure throughout the growing season",NA,P.567 Figure 3,2.61447348,SE,0.3515625,513,NA,NA,NA,Lepidoptera (Insecta)
449,Cornales,Cornaceae,Cornus sanguinea,Wild,Shrub,Perennial,mDC,Germany,Tubingen,48d31'N,09d03'E,Coordinates from the article,Temperate,Temperate without dry season and warm summer,Beech forest,NA,Natural,1997,All seasons,"May, June, July, August, September",Marked,Lifespan,Visual,"3 plants sampled per species per site (4 sites), all leaves of 5 twigs were marked, provides discrete measure in August and cummulative measure throughout the growing season",NA,P.567 Figure 3,4.031620553,SE,0.23715415,12,NA,NA,NA,Lepidoptera (Insecta)
579,Fabales,Fabaceae,Coronilla varia,Wild,"Vine, forb/herb",Perennial,cBS,USA,"Konza Prairie Biological Station, Kansas",39d050N,96d350W,Coordinates from the article,Arid,Arid steppe cold,Prairie,"10-year burn interval, unburned",Natural,2004,Summer,"June, July, August",Standing,NA,Visual,"Grasses selected and estimated, hundreds of leaves measured per species",NA,P.203 Figure 2,7.918,SE,1.422,59,NA,NA,NA,Insecta (general)
783,Fagales,Betulaceae,Corylus americana ,Wild,Shrub,Perennial,mCR,USA,"Cedar Creek Natural History Area, Minnesota",45d25'30.1800''N,93d12'6.3792''W,From http://www.latlong.net/,Cold,Cold without dry season and warm summer,Fallow field,Control treatment (plants visited only at the end of the experiment),Natural,2001,Fall,August,Standing,Mature,Visual,All leaves sampled,NA,"Figure 1a (since no effect of visitation was apparent, all data was retained)",4.977457227,SE,0.607159975,16,NA,NA,NA,Insecta (general)
784,Fagales,Betulaceae,Corylus americana ,Wild,Shrub,Perennial,mCR,USA,"Cedar Creek Natural History Area, Minnesota",45d25'30.1800''N,93d12'6.3792''W,From http://www.latlong.net/,Cold,Cold without dry season and warm summer,Fallow field,Plants visited 1 time,Natural,2001,Fall,August,Standing,Mature,Visual,All leaves sampled,NA,"Figure 1a (since no effect of visitation was apparent, all data was retained)",5.567037016,SE,1.089222021,16,NA,NA,NA,Insecta (general)
785,Fagales,Betulaceae,Corylus americana ,Wild,Shrub,Perennial,mCR,USA,"Cedar Creek Natural History Area, Minnesota",45d25'30.1800''N,93d12'6.3792''W,From http://www.latlong.net/,Cold,Cold without dry season and warm summer,Fallow field,Plants visited 2 times,Natural,2001,Fall,August,Standing,Mature,Visual,All leaves sampled,NA,"Figure 1a (since no effect of visitation was apparent, all data was retained)",7.942268344,SE,1.017809646,16,NA,NA,NA,Insecta (general)
786,Fagales,Betulaceae,Corylus americana ,Wild,Shrub,Perennial,mCR,USA,"Cedar Creek Natural History Area, Minnesota",45d25'30.1800''N,93d12'6.3792''W,From http://www.latlong.net/,Cold,Cold without dry season and warm summer,Fallow field,Plants visited 4 times,Natural,2001,Fall,August,Standing,Mature,Visual,All leaves sampled,NA,"Figure 1a (since no effect of visitation was apparent, all data was retained)",5.460431684,SE,0.857127728,16,NA,NA,NA,Insecta (general)
2572,Zingiberales,Costaceae,Costus spicatus,Wild,Forb/herb,Perennial,cAU,Mexico,"Los Tuxtlas Research Station, Veracruz",18d36'N,95d07'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1984,Wet,April,Standing,Mature,Automatic,2 of the most mature leaves sampled per seedling during different seasons; 50 leaves per species,NA,P.104 Table 2,8.2,CV,120,25,NA,NA,NA,"Coleoptera (Insecta), Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
2573,Zingiberales,Costaceae,Costus spp.,Wild,Forb/herb,Perennial,mDH,Uganda,Kibale National Forest,0d34'N,30d21'E,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,2001,NA,September,Standing,Mature,Visual,First 4 fully expanded and fully toughened leaves sampled,NA,Appendix A1 (p.1383),9.2,NA,NA,10,NA,NA,NA,Insecta (general)
2574,Zingiberales,Costaceae,Costus villosissimus,Wild,Forb/herb,Perennial,cAU,Mexico,"Los Tuxtlas Research Station, Veracruz",18d36'N,95d07'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1984,Wet,May,Standing,Mature,Automatic,2 of the most mature leaves sampled per seedling during different seasons; 50 leaves per species,NA,P.104 Table 2,9.74,CV,148.8,25,NA,NA,NA,"Coleoptera (Insecta), Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
1239,Malpighiales,Chrysobalanaceae,Couepia polyandra,Wild,Tree,Perennial,cDU,Mexico,Chamela Biological Station,19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,2002,Wet,Unspecific,Marked,Expanding,Grid,"10 young leaves tagged and measured 30 days later, all adult plants,",30,Appendix,NA,NA,NA,6,0.06,NA,NA,NA
484,Ericales,Lecythidaceae,Couratari calycina,Wild,Tree,Perennial,mDM,French Guiana,NA,multiple sites (approx.): 5d31'N-3d30'N,multiple sites (approx.): 52d10'W-53d10'W,"Not Specified, but previous study  suggests : In Loreto, Peru : the Allpahuayo-Mishana Reserve in the north, the Jenaro Herrera Center of Investigation and the Mats_s Reserved Zone in the south, and the Morona river basin in the west; and in French Guiana these included the Laussat Conservation Area in the northwest, the Trinit_ Reserve in the southwest, the Nouragues Reserve in the southeast, and the Petite Montagne Tortue Conservation Area in the northeast. : Baraloto, C., Rabaud, S., Molto, Q., Blanc, L., Fortunel, C., H_rault, B., D_vila, N., Mesones, I., R_os, M., Valderrama E., and P.V.A. Fine. 2011. Disentangling stand and environmentalcorrelates of aboveground biomass in Amazonian forests. Global Change Biology 17:2677-2688.",Tropical,Tropical monsoon ,Forest,Seasonally-flooded forest,Natural,2010,"Dry, wet","March, April, May, June, July, August, September, October, November, December",Marked,Expanding,Grid,5-8 newly expanding leaves from saplings marked and censused bi-weekly until fully expanded (10 months),NA,Species level data provided by author,11,SD,12.1,9,NA,NA,NA,Insecta (general)
950,Gentianales,Rubiaceae,Coussarea curvigemmia,Wild,Tree,Perennial,mBG,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1987,All seasons,All year,Marked,Expanding,Grid,"Marked up to 10 expanding leaves, checked herbivory after 1 month, repeats for 17 months",30,"Table 1, divided mean annual monthly rate by 30",NA,NA,NA,20,0.816666667,CV,0.39,Insecta (general)
